"","X13_S84_L002","X14_S85_L002","X15_S86_L002","X16_S87_L002","X17_S88_L002","X18_S89_L002","X19_S90_L002","X2_S73_L002","X20_S91_L002","X21_S92_L002","X22_S93_L002","X23_S94_L002","X27_S98_L002","X29_S100_L002","X31_S102_L002","X33_S104_L002","X34_S105_L002","X35_S106_L002","X38_S109_L002","X39_S110_L002","X4_S75_L002","X41_S112_L002","X43_S114_L002","X44_S115_L002","X45_S116_L002","X46_S117_L002","X47_S118_L002","X1_S1_L001_reseq","X10_S10_L001_reseq","X11_S11_L001_reseq","X12_S12_L001_reseq","X13_S13_L001_reseq","X14_S14_L001_reseq","X15_S15_L001_reseq","X16_S16_L001_reseq","X17_S17_L001_reseq","X2_S2_L001_reseq","X3_S3_L001_reseq","X4_S4_L001_reseq","X5_S5_L001_reseq","X6_S6_L001_reseq","X8_S8_L001_reseq","X9_S9_L001_reseq"
"ASV_164",0,0,0,0,249,270,0,0,164,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_167",0,0,0,0,0,0,0,29,0,0,0,0,23,41,55,0,0,0,0,0,13,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,27,31,32,52,0,0
"ASV_169",5,0,0,0,0,0,0,0,0,26,2,16,0,0,0,18,18,29,0,9,0,15,0,0,70,134,72,0,7,13,2,2,9,4,25,5,0,0,0,0,0,3,3
"ASV_170",39,132,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,34,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_174",0,0,0,0,0,0,75,0,4,0,0,0,0,0,0,0,0,0,0,0,0,55,36,61,43,0,0,0,0,0,0,0,37,35,19,0,0,0,0,0,0,0,0
"ASV_176",10,0,4,0,0,0,0,0,0,0,5,0,0,0,0,11,23,28,13,4,0,0,0,0,14,0,3,1,13,12,7,12,0,1,0,0,0,3,1,0,0,11,16
"ASV_178",0,0,2,0,0,4,52,0,0,4,0,0,0,0,0,56,50,44,34,24,0,0,9,0,21,21,0,0,8,10,13,20,9,7,2,0,0,1,0,0,0,3,4
"ASV_180",0,0,0,0,0,0,0,0,0,0,0,0,51,30,25,0,0,0,0,0,30,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,19,22,11,11,0,0
"ASV_183",0,0,0,0,0,0,0,0,0,0,0,0,0,79,86,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,63,55,28,38,0,0
"ASV_184",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,46,41,0,0,0,0,0,0,0,0,60,28,4,0,0,0,0,0,0,0,0
"ASV_185",22,12,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,40,0,0,0,0,0,0,0,0,5,4,21,33,0,0,0,13,5,0,0,0,0,3,1
"ASV_186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
"ASV_189",0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,48,86,31,0,0,0,0,0,15,15,14,15,0,0,0,0,0,0,0
"ASV_190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0
"ASV_192",0,0,0,0,0,0,0,0,0,0,0,0,0,25,31,11,10,2,0,7,0,0,0,0,0,0,0,0,0,4,8,4,0,0,0,0,1,15,13,10,9,2,2
"ASV_194",0,0,0,0,22,0,15,7,0,9,28,32,0,0,0,18,26,23,25,26,0,0,33,0,41,113,50,1,7,7,6,0,10,15,7,9,0,3,0,0,0,3,1
"ASV_195",0,0,0,0,0,0,25,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,17,38,18,0,0,0,0,0,0,0,12,43,64,0,0,0,0,0,0,0,0
"ASV_196",0,0,0,0,0,0,0,0,0,0,0,0,0,88,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,69,11,9,0,0
"ASV_202",0,0,0,0,0,0,0,21,0,0,0,0,27,13,0,0,0,5,0,0,5,0,0,0,0,0,0,5,2,3,0,1,0,0,0,0,12,11,6,0,1,0,0
"ASV_203",5,2,11,3,0,0,0,0,0,26,70,51,0,0,0,2,6,0,2,9,0,0,0,0,0,0,0,4,15,1,5,2,0,0,1,112,2,0,0,0,0,3,2
"ASV_205",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,62,52,15,0,0,0,0,0,2,0,0,34,37,7,0,0,0,0,0,0,0,0
"ASV_206",0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,39,51,25,19,0,0,0,0,0,0,23,33,12,0,0,3,0,0,1,0,0
"ASV_207",0,0,0,0,0,0,0,19,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,20,6,16,4,7,0,4
"ASV_208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,12,0,0,0,0,0,0,0,0,0,23,16,6,6,2,0,0,0,0,17,19,17,0,15,9,7
"ASV_209",0,0,6,0,0,0,46,0,0,0,10,0,0,0,0,0,0,0,0,0,0,25,28,21,37,36,24,0,0,0,3,1,19,14,20,1,0,0,4,0,0,0,0
"ASV_213",0,0,0,0,0,0,0,0,0,0,0,0,41,63,44,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,9,46,49,33,23,0,0
"ASV_214",0,0,0,0,0,0,0,49,0,0,0,0,89,0,0,0,0,0,0,0,62,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,32,20,24,0,7,0,0
"ASV_216",0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,32,0,0,0,0,0,0,20,9,4,3,0,0,0,0,0,12,19,21,30,15,0,3
"ASV_217",0,0,6,3,0,0,2,12,0,4,7,0,0,0,16,23,29,48,19,14,1,0,0,0,21,47,14,1,16,13,16,8,1,0,5,6,0,9,6,0,0,2,6
"ASV_218",0,0,0,0,0,0,0,11,0,0,0,0,13,35,42,0,0,0,0,0,38,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,17,25,23,17,14,0,0
"ASV_220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,72
"ASV_221",8,4,3,16,0,0,0,0,0,0,0,0,0,0,0,28,27,21,13,10,0,0,0,0,0,7,0,0,16,5,1,3,0,0,1,2,0,0,1,0,0,7,11
"ASV_222",0,0,0,0,0,0,0,22,0,0,0,0,26,44,46,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,21,28,36,15,5,0,0
"ASV_223",0,0,13,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,3,0,0,0,0,0,23,5,0,0,13,35,0,5
"ASV_226",0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,8,4,39,70,48,0,0,0,0,0,1,7,31,7,0,0,0,0,0,0,0
"ASV_228",0,0,0,0,0,0,0,22,0,0,0,0,35,61,47,0,0,0,0,0,15,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,12,33,30,26,29,0,0
"ASV_229",0,0,0,0,0,0,9,2,0,4,13,0,0,0,0,12,9,16,16,24,0,0,0,0,55,46,20,0,9,10,17,3,0,0,5,6,0,0,0,0,0,1,2
"ASV_230",0,0,0,0,54,220,8,0,2,201,19,42,0,0,0,0,0,0,0,0,0,11,22,9,6,5,0,0,0,1,0,0,7,5,4,3,0,0,0,0,0,0,0
"ASV_231",6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,44,36,36,0,0,0,0,13,0,11,0,4,19,14,5,0,0,3,0,0,0,0,0,0,5,1
"ASV_232",0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,71,50,55,0,0,0,0,0,0,0,0,0,0,10,25,12,6,2,0,0,0,2,3,3,0,1,3,7
"ASV_233",0,0,4,0,0,0,0,15,0,0,0,0,10,7,7,0,8,10,0,3,11,0,0,0,0,0,0,6,3,10,4,2,0,0,0,0,6,6,4,1,1,13,16
"ASV_235",0,2,2,0,0,0,0,6,0,15,44,41,0,0,0,3,3,2,4,7,3,0,0,0,0,0,6,16,9,2,10,2,0,0,0,52,2,0,0,0,0,0,3
"ASV_236",0,0,0,0,0,0,0,0,0,0,16,7,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1,35,21,0,0,0,0,2,3,1,0,0,0,0,2,8
"ASV_237",0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,16,24,1,8,0,0,0,0,0,0,0,0,0,11,5
"ASV_239",0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,13,0,0,0,0,0,0,0,0,15,29,38,0,0,0,0,0,0,0,0
"ASV_240",0,0,0,0,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0
"ASV_242",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,32,0,0,0,0,0,0,0,0,1,3,18,29,3,7,3,0,0,0,0,0,0,0,1
"ASV_244",0,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,34,0,13,11,5,10,8,4,4,0,0,0,0,0,0,2,4
"ASV_245",0,0,0,0,0,0,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,24,42,19,0,0,0,0,0,0,0,12,25,38,0,0,0,0,0,0,0,0
"ASV_247",0,3,0,0,0,1,1,0,6,3,3,10,3,0,10,0,0,0,5,0,0,48,26,31,4,11,5,0,0,0,0,0,31,13,11,0,0,0,0,0,0,0,0
"ASV_248",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,24,38,42,0,0,7,0,0,0,0,0,0,2,14,16,7,4,0,0,2,0,5,4,4,3,0,9,15
"ASV_252",0,0,0,0,0,0,0,8,0,0,0,0,10,0,29,0,0,0,0,0,9,0,0,0,0,9,0,1,3,0,0,1,0,0,1,0,6,13,3,0,2,0,0
"ASV_254",0,0,0,0,0,0,0,35,0,0,0,0,29,40,31,0,0,0,0,0,22,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,15,20,15,12,7,0,0
"ASV_255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,52,0,29,0,0,0,0,0,0,0,0,0,2,12,15,3,0,7,0,0,0,0,0,0,0,2
"ASV_256",0,0,0,0,0,0,0,20,0,0,0,0,50,0,0,0,0,0,0,0,33,0,0,0,0,0,0,20,3,4,0,0,0,0,1,0,17,10,22,6,11,0,4
"ASV_257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,15,5,17,7,0,0,0,0,3,0,1,0,1,9,1
"ASV_258",12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,54,59,23,22,0,0,0,0,0,0,0,0,6,7,23,15,0,0,0,0,0,0,0,0,0,1,0
"ASV_259",9,7,0,9,0,0,0,0,0,13,32,10,0,0,0,19,7,21,0,4,0,0,0,0,0,0,0,1,6,7,1,9,0,0,0,7,1,0,0,0,0,8,7
"ASV_261",0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,6,9,9,37,0,0,0,0,0,0,0,0
"ASV_262",0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,11,0,0,0,0,18,0,100,0,0,0,0,4,0,0,7,1,10,4,0,0,0,0,0,0,7
"ASV_264",0,0,0,0,0,0,0,0,0,0,0,0,10,25,21,0,0,0,0,6,0,0,0,0,0,0,0,2,1,0,2,4,0,0,0,0,3,16,16,5,8,0,0
"ASV_267",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,12,41,93,29,0,0,1,4,5,9,8,14,0,0,0,0,0,0,0,0
"ASV_269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0
"ASV_271",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,5,10,0,0,0,0,0,0,4,0,15,4,10,4,0,0,3,0,0,0,0,0,0,12,7
"ASV_272",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,95,17,0,0,0,0,0,0,0,0,33,21,3,0,0,0,0,0,0,0,0
"ASV_273",0,0,0,0,5,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,42,15,9,12,0,0,0,0,0,0,16,21,5,0,0,0,0,0,0,0,0
"ASV_274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,12,0,0,0,0,0,0,4,0,0,1,3
"ASV_275",0,0,0,0,0,0,0,14,0,0,0,0,47,24,23,0,0,0,0,0,34,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,19,17,29,8,3,0,0
"ASV_276",0,0,0,0,0,0,7,0,0,0,3,0,14,0,0,16,13,13,0,4,8,8,0,0,23,36,24,1,1,4,4,0,7,4,12,0,3,2,8,0,2,0,1
"ASV_278",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,74,0,42,0,0,0,0,0,0,0,0,4,3,17,11,0,0,0,0,0,0,0,0,0,3,1
"ASV_279",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,3,30,19,0,0,0,0,0,0,0,3,8,4,11,4,0,1,2,2,0,0,0,0,0,5,0
"ASV_281",0,0,0,0,0,0,0,11,0,0,0,0,20,13,10,5,0,0,0,0,20,0,0,0,0,0,0,9,7,5,1,1,0,0,0,0,9,10,10,7,6,2,2
"ASV_282",0,0,0,0,8,0,23,0,2,0,0,0,0,0,0,0,6,5,0,7,0,0,25,11,18,8,26,0,0,2,2,0,7,15,12,0,0,0,0,0,0,0,1
"ASV_284",0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,0,0,0,0,0,0,41,0,0,0,0,0,5
"ASV_285",0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,3,4,2,0,0,0,0,0,5,24,22,13,7,3,2
"ASV_286",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,1,4,22,9,1,0,0,0,0,0,0,0,0,0,3,9
"ASV_287",0,40,50,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,6,0,0,0,0,0,16,12
"ASV_288",0,6,5,4,0,0,0,0,0,0,0,0,0,0,0,27,18,26,23,24,0,0,0,0,0,0,0,0,4,3,13,14,0,0,0,0,0,0,0,0,0,4,5
"ASV_289",0,0,0,0,0,31,0,0,0,0,0,0,17,0,0,0,0,0,0,0,6,2,4,0,0,0,0,3,0,0,0,0,7,2,2,0,5,1,7,2,4,0,0
"ASV_290",0,0,0,0,0,0,0,0,0,33,133,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,1,0,0,0,0,6,0
"ASV_291",0,0,0,0,0,0,0,39,0,0,0,0,70,0,0,0,0,0,0,0,23,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,19,37,12,13,0,0
"ASV_292",0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,7,0,0,0,0,0,0,0,0
"ASV_294",0,0,0,0,0,0,0,0,0,0,0,0,0,61,77,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,9,14,13,29,9,0,0
"ASV_295",0,0,0,0,0,0,0,23,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,7,0,0,38,0,7,21
"ASV_296",0,0,0,0,0,0,0,0,0,0,0,0,0,29,34,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,24,25,16,14,0,0
"ASV_297",0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,9,0,0,12,6,6,4,0,0,0,0,0,1,5
"ASV_298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,1,0,0,0,0,0,0,32,12
"ASV_299",0,0,0,0,0,0,0,0,0,0,0,0,37,54,69,0,0,0,0,0,30,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,18,21,16,17,4,0,0
"ASV_300",0,0,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0,33,2
"ASV_301",0,0,0,0,0,0,0,0,0,0,0,0,0,39,38,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,7,12,27,14,17,0,0
"ASV_303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,23,0,0,0,0,0,0,0,0,0,0,9,15,0,0,0,0,3,0,0,0,0,0,0,7,12
"ASV_305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,41
"ASV_307",0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,2,0,14,11,12,0,0,0,0,0,0,0,0
"ASV_309",0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7,8,7,0,0,0,0,0,0,0,0,14,10,4,3,0,0,0,0,0,0,0,0,0,3,12
"ASV_310",0,0,0,0,0,0,0,21,0,0,0,0,57,26,35,0,0,0,0,0,15,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,13,24,18,3,6,0,0
"ASV_311",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,4,0,1,0,39,2,3
"ASV_313",0,0,0,0,0,0,0,0,0,0,0,0,20,39,43,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,39,17,10,7,0,0
"ASV_314",0,0,0,0,0,0,0,15,0,0,0,0,30,22,19,0,0,0,0,0,26,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,18,20,17,22,2,0,0
"ASV_316",0,0,0,0,0,0,0,0,0,21,38,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,3,0,0,0,0,0,0
"ASV_318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,9,9,11,0,0,0,0,0,0,0,0,2,6,12,2,2,0,1,0,0,0,0,0,0,0,3
"ASV_319",0,0,0,0,0,0,0,0,0,0,0,0,25,35,32,0,0,0,0,0,11,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,5,24,21,17,9,0,0
"ASV_321",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,29,17,28,0,0,0,0,0,0,0,0,15,24,23,0,0,0,0,0,0,0,0
"ASV_323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,2,17
"ASV_324",0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,19,25,24,27,0,0
"ASV_325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
"ASV_326",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,0,3,0,0,0,0,0,0,0,0,0,6,9
"ASV_327",0,0,0,0,0,0,0,29,0,0,0,0,32,0,22,0,0,0,0,0,37,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,16,18,9,7,0,0
"ASV_328",0,0,0,0,0,0,6,0,0,6,0,36,0,0,0,0,0,0,0,0,0,0,3,6,11,44,8,0,0,0,0,0,4,1,12,11,0,0,0,0,0,0,0
"ASV_331",0,0,0,0,0,0,0,0,0,169,136,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_332",0,4,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,7,6,1,1,0,0,0,0,1,0,0,0,0,8,9
"ASV_333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,4,2,6,0,0,0,0,0,0,4,17,14,18,11,1,1
"ASV_334",0,0,0,0,0,0,0,24,0,0,0,0,0,30,0,0,0,0,0,0,16,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,16,20,14,13,0,0
"ASV_335",0,0,0,0,0,0,22,0,0,0,4,0,0,0,0,0,0,0,0,7,0,21,10,6,32,24,28,0,0,0,3,2,17,3,15,2,0,0,0,0,0,0,0
"ASV_337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,34,17,31,16,0,0
"ASV_338",0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,62,143,0,0,4,5,2,3,0,0,19,8,1,0,0,0,0,4,0
"ASV_340",0,0,15,0,0,0,0,0,0,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,21,0,0,0,0,0,2,21
"ASV_342",19,17,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,2,16
"ASV_346",0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,20,10,11,0,0,0,0,0,0,0,0
"ASV_349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,10,15,0,9,0,0
"ASV_350",0,4,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,1,0,4,1,6,3,1,1,0,0,0,0,0,0,0,0
"ASV_351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,6,0,0,0,0,0,0,7,0,6,0,0,8,1,3,1,3,0,0,0,0,0,0,0,2,0
"ASV_354",0,0,0,0,0,0,0,5,0,0,0,0,8,9,10,0,15,9,0,2,0,0,0,0,0,0,0,4,4,14,3,3,0,0,0,0,4,11,6,3,1,2,0
"ASV_355",0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,28,10,10,30,0,0,0,0,0,0,8,0,0,3,10,9,0,0,2,0,0,0,0,0,0,0,1
"ASV_356",0,0,0,0,0,0,0,0,0,0,0,0,16,16,17,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,17,18,17,11,0,0
"ASV_357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,4,6,21,6,0,0,2,0,3,0,0,0,0,3,1
"ASV_360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,5,0,1,0,0
"ASV_361",0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,8,23
"ASV_362",0,0,0,0,0,0,0,0,0,0,0,0,12,30,30,0,0,0,0,0,11,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,18,17,19,11,0,0
"ASV_363",0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,4,3,0,1,2,0
"ASV_364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,2,10
"ASV_366",0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,0,0,0,0,0,46,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,14,8,21,2,4,0,0
"ASV_368",0,0,0,0,0,0,0,8,0,0,0,0,21,0,0,0,0,19,0,0,11,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,3,3,2,3,0,1
"ASV_373",0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,25,5,15,0,0
"ASV_375",0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,5,0,0,0,0,3,0,4,2,5,0,0,1,5
"ASV_376",0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,39,0,0,0,1,0,0
"ASV_379",0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,3,8
"ASV_381",8,7,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,3,0,0,0,0,0,0,0,0,0,2,3
"ASV_382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,0,0,0,0,0,0,0,0,0,0,12,8,4,2,0,0,0,0,0,0,1,0,0,6,7
"ASV_383",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,17,0,2,3,3,0,0,19,3,4,0,1,0,0,0,0,0,3
"ASV_384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,5,1,0,0,0,0,0,1,0,0,0,0,3,4
"ASV_388",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,0,0,3,5,1
"ASV_389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,6,9
"ASV_390",0,0,0,0,0,0,0,0,0,0,0,0,0,28,32,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,10,17,14,15,0,0
"ASV_391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,0,0,0,0,0,0,0,0,0
"ASV_392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,2,12
