""	"1_S72_L002"	"10_S81_L002"	"11_S82_L002"	"12_S83_L002"	"13_S84_L002"	"14_S85_L002"	"15_S86_L002"	"16_S87_L002"	"17_S88_L002"	"18_S89_L002"	"19_S90_L002"	"2_S73_L002"	"20_S91_L002"	"21_S92_L002"	"22_S93_L002"	"23_S94_L002"	"24_S95_L002"	"25_S96_L002"	"26_S97_L002"	"27_S98_L002"	"28_S99_L002"	"29_S100_L002"	"3_S74_L002"	"30_S101_L002"	"31_S102_L002"	"32_S103_L002"	"33_S104_L002"	"34_S105_L002"	"35_S106_L002"	"36_S107_L002"	"37_S108_L002"	"38_S109_L002"	"39_S110_L002"	"4_S75_L002"	"40_S111_L002"	"41_S112_L002"	"42_S113_L002"	"43_S114_L002"	"44_S115_L002"	"45_S116_L002"	"46_S117_L002"	"47_S118_L002"	"48_S119_L002"	"49_S120_L002"	"5_S76_L002"	"50_S121_L002"	"51_S122_L002"	"52_S123_L002"	"53_S124_L002"	"6_S77_L002"	"7_S78_L002"	"8_S79_L002"	"9_S80_L002"
"ASV_92"	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	70	65	69	125	0	53	67	40	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	55	0	56	0
"ASV_93"	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	80	0	0	99	0	109	79	76	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	94	51	44	0
"ASV_94"	0	0	0	0	0	0	0	0	0	0	0	0	0	80	290	425	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_95"	0	0	0	0	0	0	0	0	0	0	0	0	0	419	346	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_96"	0	0	0	0	0	0	0	0	0	0	184	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	94	158	216	64	0	0	15	0	0	14	0	0	0	0	0	0	0
"ASV_97"	0	0	0	0	0	0	0	14	0	0	65	0	0	50	13	9	13	0	0	0	0	0	0	0	0	0	33	40	0	21	0	38	54	0	17	11	23	84	66	71	84	83	0	0	0	0	0	0	0	0	0	0	0
"ASV_98"	0	0	21	80	0	0	0	0	0	12	161	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	61	90	98	40	0	41	52	0	0	0	17	22	0	48	28	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_99"	0	0	44	85	53	360	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	109	0	0	0	0	0
"ASV_100"	0	11	16	33	4	12	9	13	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	71	132	105	56	7	42	112	0	18	0	0	0	0	29	44	32	0	0	0	0	0	23	0	0	0	0	0
"ASV_101"	0	0	23	23	9	0	0	0	0	0	0	0	0	54	6	18	9	0	0	0	0	0	0	0	0	0	19	36	54	47	0	0	32	0	0	18	0	0	0	112	173	104	22	0	0	0	0	0	0	0	0	0	0
"ASV_102"	0	0	0	0	0	0	0	0	0	0	131	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	99	122	89	104	0	0	0	0	0	0	0	0	0	0	0
"ASV_103"	0	6	0	7	38	145	114	57	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	48	5	0	68	185	0	37	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0
"ASV_104"	0	0	0	0	0	0	0	0	0	0	0	19	0	77	70	26	40	9	0	14	8	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	108	120	152	35	0	0	0	0	0	0	0	0	0	0
"ASV_105"	0	0	0	15	0	21	25	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	13	17	26	0	27	39	22	8	0	0	0	0	0	0	0	0	0	265	0	0	0	0	140	54	23	5
"ASV_106"	0	0	0	0	0	0	0	0	0	0	186	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	34	91	149	63	0	0	18	0	0	0	0	91	0	0	0	0	0
"ASV_107"	0	29	40	79	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	62	122	127	79	0	0	0	0	0	29	0	0	0	41	29	64	0	0	0	0	0	0	0	0	0	0	0
"ASV_108"	0	0	0	0	0	0	0	0	0	0	108	0	32	0	2	0	0	0	10	16	18	0	0	0	0	0	0	0	0	0	0	7	0	11	0	33	87	128	154	57	31	0	27	0	0	0	0	0	0	0	0	0	0
"ASV_109"	9	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	35	54	50	49	71	24	36	38	20	3	0	0	9	0	0	0	93	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	41	35	43	0
"ASV_110"	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	52	0	74	52	101	0	47	72	34	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	42	22	38	0
"ASV_111"	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	20	29	20	0	142	0	67	133	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	89	0	59	30	41	0
"ASV_112"	0	0	0	0	0	0	0	0	0	11	105	0	16	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	45	141	83	67	122	45	14	0	0	0	0	0	0	0	0	0	0
"ASV_113"	8	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	70	60	61	45	64	19	34	85	31	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	31	13	19	0
"ASV_114"	0	0	0	0	0	0	0	0	3	8	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	72	143	64	27	0	0	22	0	0	0	0	0	0	0	0	0	0
"ASV_115"	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	80	67	73	0	53	0	0	44	86	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0
"ASV_116"	29	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	50	79	163	69	0	0	35	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	42	0	0	0
"ASV_117"	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	62	69	78	20	79	0	24	37	50	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	30	11	19	0
"ASV_118"	26	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	39	41	71	42	67	0	28	59	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	45	3	0	0	0	53	43	43	0
"ASV_119"	0	0	0	0	0	0	0	12	10	71	82	0	88	113	137	26	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	36	30	0	0	0	0	14	0	0	0	0	0	0
"ASV_120"	27	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	102	70	49	73	44	0	25	57	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	32	15	31	0
"ASV_121"	0	6	0	20	0	6	0	11	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	0	0	0	26	76	90	35	0	79	100	0	13	0	0	0	0	80	66	37	0	0	0	0	0	0	0	0	0	0	0
"ASV_122"	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
"ASV_123"	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	56	0	0	118	0	0	118	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	94	0
"ASV_124"	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	44	0	41	25	81	10	58	63	56	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	46	49	33	0
"ASV_125"	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	39	27	46	39	86	0	41	91	53	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	60	30	19	0
"ASV_126"	0	0	0	0	10	46	49	19	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	58	0	0	0	33	79	0	14	0	0	0	0	0	0	179	0	32	0	0	0	0	0	0	0	0	0
"ASV_127"	0	29	0	123	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	81	53	37	0	39	61	0	0	0	0	0	0	37	39	31	0	0	0	0	0	11	0	0	0	0	0
"ASV_128"	0	0	0	41	30	89	111	57	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	31	23	36	14	38	59	0	19	0	0	0	0	0	0	0	0	27	0	0	19	0	0	0	0	0	0
"ASV_129"	0	0	0	0	0	0	0	0	0	0	381	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	81	0	73	0	50	24	0	0	0	0	0	0	0	0	0	0
"ASV_130"	0	0	0	0	0	54	446	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	33	0
"ASV_131"	0	0	0	0	0	0	51	0	0	0	0	0	0	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	83	0	45	0
"ASV_132"	0	0	0	0	0	0	0	0	0	0	0	0	0	79	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	64	299	0	0	0	30	0	0	0	0	0	0	0
"ASV_133"	0	24	19	72	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	75	86	97	0	25	40	0	0	21	0	18	18	28	15	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_134"	0	0	0	0	0	0	0	0	0	32	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	75	103	107	39	0	0	28	0	0	68	0	0	0	0	0	0	0
"ASV_135"	8	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	26	0	0	0	35	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	103	31	132	0
"ASV_136"	28	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	77	72	79	97	0	35	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0
"ASV_137"	0	0	0	0	0	0	15	0	0	0	0	0	0	57	28	17	0	0	0	26	0	0	0	0	0	0	0	0	0	86	0	46	84	0	14	0	0	0	0	84	51	83	0	0	0	0	0	0	0	0	0	0	0
"ASV_138"	0	0	0	0	0	0	0	0	0	0	154	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	51	124	94	52	28	25	15	0	0	0	0	0	0	0	0	0	0
"ASV_139"	0	0	0	0	69	137	100	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	123
"ASV_140"	0	0	0	0	0	0	0	0	0	250	0	0	0	31	0	17	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	85	0	69	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_141"	0	22	0	65	0	0	0	0	0	0	0	19	0	0	0	0	0	21	21	25	33	38	0	25	35	20	38	0	40	63	0	0	0	20	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	28	17	25	0
"ASV_142"	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	47	75	77	63	0	0	77	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	43	0	0	0
"ASV_143"	0	0	0	12	0	0	0	9	0	0	0	0	0	27	32	19	17	0	0	0	0	0	0	0	0	0	0	12	13	16	0	7	16	0	5	0	0	0	0	98	149	116	0	9	0	0	0	0	0	0	0	0	0
"ASV_144"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	85	101	128	49	10	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0
"ASV_145"	0	7	0	0	0	0	12	0	0	0	140	0	25	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	56	54	61	45	40	20	0	0	0	0	0	0	0	0	0	0
"ASV_146"	0	0	10	35	0	0	17	7	0	0	4	13	0	11	13	0	6	0	0	0	0	0	0	0	16	0	28	42	87	46	0	23	40	4	0	0	0	0	0	38	62	19	0	22	0	0	0	0	0	0	0	0	0
"ASV_147"	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	71	0	0	62	114	18	0	78	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0
"ASV_148"	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	37	38	0	75	0	38	79	23	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	39	40	47	0
"ASV_149"	0	0	0	0	0	0	0	0	0	0	143	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	88	66	65	66	0	0	52	0	0	0	0	0	0	0	0	0	0
"ASV_150"	0	23	33	96	0	0	20	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	52	77	61	0	36	28	0	0	0	0	0	0	0	0	0	0	10	0	35	0	0	0	0	0	0	0
"ASV_151"	0	6	19	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	134	0	0	63	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_152"	0	12	12	23	0	5	6	0	0	0	0	32	0	0	0	0	0	41	32	54	97	33	0	3	19	15	19	18	18	34	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	7	12	0
"ASV_153"	0	0	0	0	4	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	11	54	364	0
"ASV_154"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	36	85	0	0	72	0	0	0	0	0	0	105	135	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_155"	0	0	0	0	0	0	0	0	0	0	34	0	35	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	75	91	79	27	54	0	29	0	0	0	0	0	0	0	0	0	0
"ASV_156"	10	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	35	32	48	19	63	10	35	55	17	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	30	20	36	0
"ASV_157"	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	18	0	16	12	86	0	60	97	29	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	55	12	35	0
"ASV_158"	0	27	30	114	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	33	64	133	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
"ASV_159"	0	22	14	23	9	27	28	14	0	0	0	0	0	0	7	0	12	0	0	0	0	0	0	0	0	0	36	17	30	60	8	33	71	0	16	0	0	0	0	0	0	13	6	0	0	0	0	39	0	0	0	0	6
"ASV_160"	0	0	0	88	0	14	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	64	95	61	0	46	81	0	0	0	0	0	0	20	0	13	0	0	0	0	0	0	0	0	0	0	0
"ASV_161"	0	0	0	0	0	0	0	0	0	0	0	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_162"	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	45	44	32	89	0	52	86	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	42	0	24	0
"ASV_163"	0	0	0	95	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	103	119	0	0	11	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_164"	0	16	0	41	3	0	0	0	0	0	0	17	0	0	0	0	0	0	9	27	29	14	0	7	15	0	10	45	76	25	0	5	21	0	0	0	0	0	0	40	28	40	0	0	0	0	0	0	0	0	0	0	7
"ASV_165"	0	0	8	31	0	6	11	3	0	0	0	9	0	10	8	6	2	5	0	15	16	12	3	0	9	0	24	35	50	32	5	10	27	15	0	0	0	0	0	37	26	37	0	0	0	0	0	0	0	6	0	9	4
"ASV_166"	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	34	0	72	106	44	0	0	0	0	0	0	0	0	0	0	0
"ASV_167"	0	0	13	17	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	91	118	26	0	34	55	0	11	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
"ASV_168"	0	0	12	21	0	0	0	9	0	0	24	3	0	7	25	0	9	0	0	0	0	0	0	0	0	0	15	21	36	22	0	20	52	0	0	0	0	0	0	90	67	30	0	0	0	0	0	0	0	0	0	0	0
"ASV_169"	0	37	28	39	0	0	0	0	0	0	0	36	0	0	0	0	0	14	0	10	7	18	0	12	0	0	9	0	16	37	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	14	12	0
"ASV_170"	0	0	0	0	0	0	0	0	0	0	0	0	8	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	110	88	154	0	0	0	0	0	0	0	0	0	0	0
"ASV_171"	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	25	55	16	13	21	0	17	23	56	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	23	44	41	0
"ASV_172"	0	36	0	83	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	138	79	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_173"	0	0	0	5	6	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	46	0	104	156	0	30	0	0	0	0	0	0	0	0	0	0	35	0	33	0	0	0	0	0
"ASV_174"	0	0	0	0	26	50	43	38	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	18	14	21	98	0	38	0	0	0	0	0	0	8	0	0	0	12	0	60	0	0	0	0	0
"ASV_175"	0	46	55	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	94	80	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
"ASV_176"	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	39	46	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_177"	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	29	36	22	22	43	0	23	55	17	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	35	21	39	0
"ASV_178"	0	18	21	63	0	25	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	40	42	44	0	39	62	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_179"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	89	0	28	88	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	36	25	55	0
"ASV_180"	0	0	0	0	0	0	0	0	0	10	43	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	25	30	70	82	55	51	24	26	0	0	0	0	0	0	0	0	0	0
"ASV_181"	0	0	0	0	0	0	0	0	0	0	0	0	0	60	95	205	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_182"	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	81	71	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_183"	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	19	0	16	73	0	21	103	16	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	28	54	0
"ASV_184"	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	36	34	36	31	70	5	0	65	13	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	27	16	20	0
"ASV_185"	0	0	0	0	0	0	0	0	0	0	74	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	31	68	87	33	0	0	14	51	0	26	0	0	0	0	0	0	0
"ASV_186"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	74	66	0	28	70	20	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	28	15	14	0
"ASV_187"	0	0	10	0	0	0	7	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	78	116	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
"ASV_188"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	63	95	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	40	30	0
"ASV_189"	0	0	22	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	22	18	0	0	0	0	46	43	61	81	5	0	0	0	15	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	6
"ASV_190"	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	46	43	52	59	41	11	15	23	12	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	13	7	8	0
"ASV_191"	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	18	24	33	26	79	0	32	49	13	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	31	20	15	0
"ASV_192"	0	25	9	49	20	10	22	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	47	29	39	10	17	27	0	29	0	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0
"ASV_193"	0	9	8	45	0	14	16	13	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	26	22	25	50	12	18	73	0	12	0	0	0	0	12	4	17	0	0	0	12	0	0	0	0	0	0	4
"ASV_194"	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	41	32	27	42	53	11	0	46	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	45	23	0	0
"ASV_195"	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	34	86	110	36	26	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_196"	0	0	0	0	11	0	0	0	0	0	0	0	0	47	18	12	14	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	35	0	0	0	0	0	0	49	61	132	0	0	0	0	0	0	0	0	0	0	0
"ASV_197"	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	58	97	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_198"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_199"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	71	43	0	0	25	0	0	0	0	0	0	58	61	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_200"	0	6	0	20	0	0	0	0	0	0	15	0	0	0	7	0	0	0	0	15	0	0	0	0	0	0	20	40	21	12	0	0	11	15	0	13	8	0	0	37	46	31	0	30	22	0	0	17	0	0	0	0	0
"ASV_201"	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	36	39	29	28	41	11	13	31	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	21	0	17	0
"ASV_202"	11	7	13	15	0	7	3	2	0	0	0	6	0	37	110	66	28	0	0	0	0	0	5	0	0	0	4	11	5	2	2	7	19	4	5	0	0	0	0	0	0	6	0	0	4	0	0	0	0	0	0	0	4
"ASV_203"	0	8	0	23	0	19	12	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	33	53	30	10	34	55	0	23	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0
"ASV_204"	0	25	11	30	0	3	11	9	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	14	35	53	46	19	14	16	0	0	0	0	0	0	31	0	5	0	0	0	0	0	0	0	0	0	0	40
"ASV_205"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	83	117	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_206"	0	0	0	0	0	0	0	0	0	0	61	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	50	49	84	25	0	0	36	0	0	33	0	0	0	0	0	0	0
"ASV_207"	17	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	18	14	14	20	39	7	24	42	20	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	33	10	21	0
"ASV_208"	0	0	0	0	57	40	50	60	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0
"ASV_209"	0	0	0	0	0	0	0	86	0	0	0	0	0	67	0	61	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0
