"","X1_S1_L001_reseq","X2_S73_L002","X4_S75_L002","X3_S3_L001_reseq","X5_S5_L001_reseq","X6_S6_L001_reseq","X29_S100_L002","X31_S102_L002","X4_S4_L001_reseq","X8_S8_L001_reseq","X9_S9_L001_reseq","X12_S12_L001_reseq","X14_S85_L002","X15_S86_L002","X16_S87_L002","X33_S104_L002","X34_S105_L002","X35_S106_L002","X38_S109_L002","X39_S110_L002","X13_S13_L001_reseq","X17_S88_L002","X18_S89_L002","X19_S90_L002","X20_S91_L002","X21_S92_L002","X22_S93_L002","X23_S94_L002","X17_S17_L001_reseq","X14_S14_L001_reseq","X15_S15_L001_reseq","X43_S114_L002","X44_S115_L002","X45_S116_L002","X46_S117_L002","X47_S118_L002","X16_S16_L001_reseq"
"ASV_830",2913134.16289372,0.01,0.01,3219605.7889715,279228.512713648,410313.596886039,1074799.41718875,0.01,1938664.83953552,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_831",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6979137.36213837,0.01,3155189.13543137,22200520.8661074,2855040.19145299,11079815.29245,0.01,0.01,0.01,0.01,72873.9239083596,40889.9425362836,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_833",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9385613.83499359,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_834",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1838558.24104561,0.01,0.01,0.01,0.01,49274472.6337164,2688638.47434621,44156929.0916565,0.01,0.01,102224.856340709,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2671668.504,2086355.01,0.01,0.01,0.01,1769151.015,0.01,500510.032
"ASV_835",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,121456.539847266,61334.9138044253,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_836",1942089.44192915,791835.964120307,0.01,2299718.42069393,0.01,136771.198962013,0.01,6122930.29953198,1292443.22635702,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_838",2913134.16289372,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_841",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11631895.603564,7354232.96418246,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20444.9712681418,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_842",3884178.88385829,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_843",2913134.16289372,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,112686640.88,0.01,0.01,0.01,6991012.639,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_846",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_849",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,13958274.7242767,0.01,0.01,0.01,5710080.38290599,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_850",1942089.44192915,0.01,0.01,919887.36827757,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_851",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1577594.56771568,0.01,0.01,0.01,0.01,27558544.3620486,54346989.6512695,0.01,0.01,61334.9138044253,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_853",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11043161.9740098,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1335834.252,6259065.03,9136326.5,2145045.58,0.01,0.01,0.01,1501530.096
"ASV_854",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_857",1942089.44192915,3167343.85648123,0.01,3219605.7889715,0.01,136771.198962013,1791332.36198125,0.01,1292443.22635702,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_859",3884178.88385829,0.01,0.01,1839774.73655514,0.01,410313.596886039,1433065.889585,1113260.05446036,5815994.51860657,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,500510.032
"ASV_861",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3677116.48209123,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,61334.9138044253,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,667917.126,8345420.04,0.01,0.01,0.01,0.01,0.01,1501530.096
"ASV_862",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,40889.9425362836,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_865",0.01,0.01,0.01,4139493.15724907,0.01,683855.994810064,4836597.37734938,1948205.09530563,1938664.83953552,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_866",0.01,0.01,0.01,1379831.05241636,1116914.05085459,273542.397924026,3582664.7239625,13637435.6671394,646221.613178508,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,29731579.3,0.01,0.01,0.01,0.01,0.01,2671668.504,10431775.05,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_868",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_869",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1838558.24104561,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,667917.126,14604485.07,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_870",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2671668.504,12518130.06,5481795.9,0.01,0.01,0.01,0.01,1001020.064
"ASV_871",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20444.9712681418,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_872",0.01,0.01,0.01,2759662.10483271,837685.538140944,820627.193772077,0.01,0.01,646221.613178508,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,500510.032
"ASV_874",5826268.32578744,0.01,0.01,0.01,0.01,136771.198962013,0.01,0.01,0.01,0.01,0.01,9465567.4062941,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_876",0.01,0.01,0.01,4599436.84138785,0.01,0.01,1433065.889585,0.01,4523551.29224955,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,214067370.96,51221200.4,0.01,0.01,0.01,0.01,2003751.378,8345420.04,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_878",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_879",0.01,0.01,0.01,1839774.73655514,698071.28178412,273542.397924026,716532.9447925,0.01,3231108.06589254,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,107564520.84,0.01,0.01,0.01,5915472.233,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_880",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_882",0.01,0.01,0.01,459943.684138785,0.01,0.01,716532.9447925,1391575.06807545,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20444.9712681418,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_883",2913134.16289372,0.01,0.01,0.01,139614.256356824,136771.198962013,0.01,0.01,3231108.06589254,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_886",0.01,0.01,0.01,3679549.47311028,698071.28178412,136771.198962013,716532.9447925,0.01,1938664.83953552,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_887",971044.720964573,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4732783.70314705,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,143114.798876992,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_888",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2326379.12071279,5515674.72313684,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3339585.63,4172710.02,0.01,0.01,0.01,0.01,0.01,3503570.224
"ASV_890",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,122930880.96,0.01,0.01,0.01,3226621.218,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_891",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4247672.196,0.01
"ASV_892",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,646221.613178508,4652758.24142558,0.01,3155189.13543137,0.01,1427520.0957265,0.01,0.01,0.01,0.01,0.01,24291.3079694532,20444.9712681418,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_893",3884178.88385829,0.01,0.01,0.01,0.01,0.01,0.01,0.01,646221.613178508,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_899",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4652758.24142558,1838558.24104561,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,17838947.58,5122120.04,0.01,0.01,0.01,0.01,3339585.63,2086355.01,21927183.6,15015319.06,0.01,0.01,0.01,0.01
"ASV_900",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_902",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1838558.24104561,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,40889.9425362836,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1075540.406,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1001020.064
"ASV_905",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,40889.9425362836,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_906",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,12869907.6873193,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,15831632.152,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_908",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4652758.24142558,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_909",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2326379.12071279,3677116.48209123,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4007502.756,2086355.01,0.01,0.01,1414028.304,0.01,0.01,1501530.096
"ASV_910",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2671668.504,10431775.05,0.01,0.01,0.01,0.01,0.01,500510.032
"ASV_911",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_913",971044.720964573,0.01,0.01,1839774.73655514,698071.28178412,410313.596886039,0.01,3618095.17699617,1938664.83953552,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_914",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5515674.72313684,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_915",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9192791.20522807,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_916",971044.720964573,0.01,0.01,1839774.73655514,0.01,0.01,0.01,0.01,1292443.22635702,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_917",2913134.16289372,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1838558.24104561,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_918",971044.720964573,0.01,0.01,1839774.73655514,418842.769070472,136771.198962013,0.01,0.01,3231108.06589254,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,12518130.06,0.01,0.01,0.01,0.01,0.01,5505610.352
"ASV_919",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_922",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7887972.83857842,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,40889.9425362836,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_923",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,16547024.1694105,0.01,8880208.34644297,1998528.1340171,8522934.84034617,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_924",2913134.16289372,0.01,0.01,459943.684138785,0.01,273542.397924026,0.01,0.01,4523551.29224955,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_925",0.01,0.01,0.01,1839774.73655514,0.01,0.01,0.01,1669890.08169054,1938664.83953552,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_926",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9192791.20522807,0.01,0.01,0.01,0.01,0.01,0.01,1132228.95106811,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2671668.504,6259065.03,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_927",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_930",1942089.44192915,0.01,0.01,2299718.42069393,698071.28178412,273542.397924026,0.01,4731355.23145653,5169772.90542806,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_931",971044.720964573,1583671.92824061,0.01,0.01,279228.512713648,273542.397924026,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1335834.252,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_932",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_937",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_938",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,12869907.6873193,0.01,11100260.4330537,1998528.1340171,0.01,0.01,0.01,3396686.85320434,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_941",0.01,0.01,0.01,1379831.05241636,698071.28178412,547084.795848052,4836597.37734938,8906080.43568289,3231108.06589254,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_942",0.01,0.01,0.01,5979267.8938042,0.01,0.01,0.01,0.01,6462216.13178508,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_943",5826268.32578744,0.01,0.01,919887.36827757,0.01,0.01,0.01,0.01,1292443.22635702,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_944",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3677116.48209123,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_945",0.01,0.01,0.01,5059380.52552664,0.01,136771.198962013,0.01,0.01,5169772.90542806,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_946",0.01,0.01,0.01,0.01,0.01,136771.198962013,0.01,0.01,0.01,0.01,0.01,0.01,15540364.6062752,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,500510.032
"ASV_947",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4652758.24142558,5515674.72313684,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_948",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2326379.12071279,0.01,0.01,0.01,0.01,0.01,3519605.1881226,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,667917.126,0.01,0.01,0.01,0.01,982861.675,7079453.66,1501530.096
"ASV_950",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_951",0.01,0.01,0.01,459943.684138785,0.01,0.01,0.01,7792820.38122252,3231108.06589254,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_952",0.01,0.01,0.01,2299718.42069393,418842.769070472,273542.397924026,1433065.889585,0.01,4523551.29224955,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,667917.126,16690840.08,12790857.1,0.01,0.01,0.01,0.01,1001020.064
"ASV_955",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_956",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3155189.13543137,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,81779.8850725671,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_958",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3677116.48209123,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
